50 | 74.66343776864062
100 | 0.42585285001215567
150 | 4.274794165478937
200 | 0.05582221268777232
250 | 1.5188206240592663
300 | 1.831650458448074
350 | 0.010600501106004856
400 | 1.1678473078356575
450 | 0.4747203045198134
500 | 0.3846705079575301
550 | 0.0005858486908891791
600 | 0.26568084553009896
650 | 0.5692056223763586
700 | 0.19660532112598617
750 | 0.4660729140767401
800 | 0.42659974598574024
850 | 0.0007497929779560764
900 | 0.36340078843186063
950 | 0.0005375723357303741
1000 | 0.09653427991736407
1050 | 0.20830455536337666
1100 | 0.27959852864817236
1150 | 6.401437284608846e-05
1200 | 0.0002671697311811272
1250 | 0.00023643440530207727
1300 | 0.2259829690620947
1350 | 0.21538656907121378
1400 | 0.1561819980585497
1450 | 0.00015160012744530604
1500 | 0.0001369635817809467
1550 | 0.14095529525965134
1600 | 0.1365523965079447
1650 | 0.0001029499515610155
1700 | 1.980882804986095e-05
1750 | 0.12485159674084656
1800 | 0.15154201213259455
1850 | 0.14659153369080258
1900 | 1.4187618774030852e-05
1950 | 0.02546585084981956
