50 | 24.337105660624488
100 | 16.50564940099575
150 | 12.491894400677026
200 | 10.049575418399108
250 | 8.406495562972722
300 | 6.76099560334989
350 | 6.335334649768669
400 | 5.2517873800030515
450 | 5.083150859956461
500 | 4.62601078876083
550 | 4.244318959979111
600 | 3.920818996469677
650 | 3.3710597074481043
700 | 3.402202064132524
750 | 2.948719231980512
800 | 2.7748981541645747
850 | 2.8389441082010975
900 | 2.4822555342206627
950 | 2.5567562121540064
1000 | 2.435703902400661
1050 | 2.1432241696847925
1100 | 2.04989895101523
1150 | 2.132771093894455
1200 | 2.0478723829035843
1250 | 1.9694741654871777
1300 | 1.7458202038365727
1350 | 1.6833927975000833
1400 | 1.6252759965403527
1450 | 1.7079370916724486
1500 | 1.653057678661483
1550 | 1.4727434325652524
1600 | 1.4280687368608653
1650 | 1.5077198832511982
1700 | 1.4647915208323496
1750 | 1.3089506606726715
1800 | 1.2735412148689136
1850 | 1.2399971245628407
1900 | 1.315024342471368
1950 | 1.2822486104306776
